App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Subjectivity
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91033,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.5124724732732545
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91033,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.5124724732732545
"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,82M,"5,000,000+",Free,0,Teen,Sports,"August 2, 2018",4.4.15,5.0 and up,0.520679012345679
850 Sports News Digest,SPORTS,4.6,539,Varies with device,"10,000+",Free,0,Everyone,Sports,"August 23, 2016",Varies with device,Varies with device,0.6924202606002057
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342912,6.0M,"10,000,000+",Free,0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,0.44277674486007823
365Scores - Live Scores,SPORTS,4.6,666521,25M,"10,000,000+",Free,0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,0.6396103896103896
Cricbuzz - Live Cricket Scores & News,SPORTS,4.5,838765,Varies with device,"50,000,000+",Free,0,Everyone,Sports,"May 18, 2018",Varies with device,Varies with device,0.5658186185159869
Fantasy Football & NFL News,SPORTS,4.5,2943,8.1M,"100,000+",Free,0,Everyone,Sports,"May 15, 2018",6.1.3,2.3.3 and up,0.5673918102594574
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25M,"500,000+",Free,0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up,0.4648870791245791
BBC Sport,SPORTS,4.2,18679,Varies with device,"1,000,000+",Free,0,Everyone,Sports,"April 25, 2018",Varies with device,Varies with device,0.4234672895132079
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91033,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.5124724732732545
"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,82M,"5,000,000+",Free,0,Teen,Sports,"August 2, 2018",4.4.15,5.0 and up,0.520679012345679
Fantasy Football,SPORTS,3.5,50179,23M,"1,000,000+",Free,0,Everyone,Sports,"August 2, 2018",2.5.7.1,5.0 and up,0.41102149863019427
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14M,"10,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.5015541294642857
Hopper - Watch & Book Flights,TRAVEL_AND_LOCAL,4.4,52029,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"June 29, 2018",Varies with device,5.0 and up,0.47613748369461667
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.3,64713,58M,"1,000,000+",Free,0,Everyone,Travel & Local,"June 9, 2018",10.9.8 (Play),5.0 and up,0.5213652146464647
Hotels.com: Book Hotel Rooms & Find Vacation Deals,TRAVEL_AND_LOCAL,4.5,260121,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,"July 4, 2018",Varies with device,Varies with device,0.5454440715680212
Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830388,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,0.4009321581196581
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 16, 2018",6.7.1,4.1 and up,0.5762854447140161
Google Trips - Travel Planner,TRAVEL_AND_LOCAL,4.1,26871,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 26, 2018",1.10.0.205086730,4.1 and up,0.0
Airbnb,TRAVEL_AND_LOCAL,4.4,359403,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,"August 2, 2018",Varies with device,Varies with device,0.49490795255052167
GPS Map Free,TRAVEL_AND_LOCAL,4.0,33782,7.6M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 11, 2018",4.6,4.0 and up,0.6000000000000001
Google Earth,TRAVEL_AND_LOCAL,4.3,2338655,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,"June 18, 2018",9.2.17.13,4.1 and up,0.46496248060627754
GasBuddy: Find Cheap Gas,TRAVEL_AND_LOCAL,4.6,751551,42M,"10,000,000+",Free,0,Mature 17+,Travel & Local,"August 2, 2018",5.2.0 21127,4.4 and up,0.5009855994699745
"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,3.6,32862,14M,"10,000,000+",Free,0,Everyone,Travel & Local,"December 6, 2016",5.10.6.2.8466393,4.1 and up,0.41218410352646806
Google Street View,TRAVEL_AND_LOCAL,4.2,2129689,Varies with device,"1,000,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,0.6916666666666667
AirAsia,TRAVEL_AND_LOCAL,3.9,98585,37M,"10,000,000+",Free,0,Everyone,Travel & Local,"July 16, 2018",5.0.4,4.4 and up,0.43236171236171234
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136633,14M,"10,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.5015541294642857
Goibibo - Flight Hotel Bus Car IRCTC Booking App,TRAVEL_AND_LOCAL,4.3,459851,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,"August 1, 2018",3.9.7,4.3 and up,0.5649483873825979
Allegiant,TRAVEL_AND_LOCAL,3.1,5572,21M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 12, 2018",5.16.1,4.4 and up,0.2333333333333333
Amtrak,TRAVEL_AND_LOCAL,3.7,16815,28M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 15, 2018",3.1.3,5.0 and up,0.369246213442642
Flight & Hotel Booking App - ixigo,TRAVEL_AND_LOCAL,4.4,45562,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 30, 2018",4.0.9.1,4.1 and up,0.5210594035594036
Foursquare Swarm: Check In,TRAVEL_AND_LOCAL,3.9,421800,Varies with device,"10,000,000+",Free,0,Teen,Travel & Local,"July 27, 2018",Varies with device,Varies with device,0.4214936131192289
Flightradar24 Flight Tracker,TRAVEL_AND_LOCAL,4.3,171889,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,"July 18, 2018",7.8.0,Varies with device,0.47700787906703085
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,46M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",4.13.2,5.0 and up,0.4622601174814454
2GIS: directory & navigator,TRAVEL_AND_LOCAL,4.5,768833,Varies with device,"50,000,000+",Free,0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device,0.3966579365079365
Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830387,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,0.4009321581196581
American Airlines,TRAVEL_AND_LOCAL,3.7,16980,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,0.48372397843328074
Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.1,427,26M,"100,000+",Free,0,Everyone,Travel & Local,"March 21, 2016",1.2.1,4.1 and up,0.4775996112730807
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,16734,10.0M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",8.8.2,5.0 and up,0.6215854119425549
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14M,"10,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.5015541294642857
CWT To Go,TRAVEL_AND_LOCAL,4.4,20313,57M,"100,000+",Free,0,Everyone,Travel & Local,"August 5, 2018",17.7.8,4.4 and up,0.5318358395989975
British Airways,TRAVEL_AND_LOCAL,4.2,25740,51M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up,0.3991548134405278
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,42546,24M,"5,000,000+",Free,0,Everyone,Travel & Local,"April 25, 2018",7.6.5,4.4 and up,0.46549228074869103
"CheapTickets – Hotels, Flights & Travel Deals",TRAVEL_AND_LOCAL,4.4,6925,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"July 25, 2018",Varies with device,Varies with device,0.5885373468706802
Hopper - Watch & Book Flights,TRAVEL_AND_LOCAL,4.4,52028,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"June 29, 2018",Varies with device,5.0 and up,0.47613748369461667
Flights,TRAVEL_AND_LOCAL,4.4,18039,3.1M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 26, 2018",3.6.6,4.1 and up,0.4000104062604063
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,46M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",4.13.2,5.0 and up,0.4622601174814454
American Airlines,TRAVEL_AND_LOCAL,3.7,16980,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,0.48372397843328074
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47780,19M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.5859340659340659
Choice Hotels,TRAVEL_AND_LOCAL,4.4,17915,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,0.7192063492063492
Couchsurfing Travel App,TRAVEL_AND_LOCAL,4.4,61776,Varies with device,"1,000,000+",Free,0,Teen,Travel & Local,"July 10, 2018",Varies with device,Varies with device,0.529696291362958
Hotwire Hotel & Car Rental App,TRAVEL_AND_LOCAL,4.3,10323,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"July 19, 2018",Varies with device,Varies with device,0.45971741221741225
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14M,"10,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.5015541294642857
Hotels.com: Book Hotel Rooms & Find Vacation Deals,TRAVEL_AND_LOCAL,4.5,260133,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,"July 4, 2018",Varies with device,Varies with device,0.5454440715680212
Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830388,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,0.4009321581196581
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57573,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.5544839759613381
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 16, 2018",6.7.1,4.1 and up,0.5762854447140161
Airbnb,TRAVEL_AND_LOCAL,4.4,359560,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,"August 2, 2018",Varies with device,Varies with device,0.49490795255052167
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202,12M,"5,000,000+",Free,0,Everyone,Travel & Local,"November 13, 2017",4.9.2,4.1 and up,0.35309964726631393
Agoda – Hotel Booking Deals,TRAVEL_AND_LOCAL,4.6,263525,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,"August 4, 2018",Varies with device,Varies with device,0.6043673469387756
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,7.6M,"100,000+",Free,0,Everyone,Travel & Local;Action & Adventure,"August 9, 2017",4.0.38,4.4 and up,0.5006944444444444
Cheap hotel deals and discounts — Hotellook,TRAVEL_AND_LOCAL,4.5,7153,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device,0.48700854700854695
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57573,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.5544839759613381
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,4.1M,"10,000,000+",Free,0,Everyone,Travel & Local,"June 13, 2018",8.1.171,4.0 and up,0.4026825396825397
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762,8.5M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 14, 2015",8.0,4.0 and up,0.42453282828282823
DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,22M,"500,000+",Free,0,Teen,Travel & Local,"August 6, 2018",1.28.1,5.0 and up,0.43856872294372296
Google Street View,TRAVEL_AND_LOCAL,4.2,2129707,Varies with device,"1,000,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,0.6916666666666667
Google,TOOLS,4.4,8033493,Varies with device,"1,000,000,000+",Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,0.4927439336978811
Google Translate,TOOLS,4.4,5745093,Varies with device,"500,000,000+",Free,0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device,0.48999999999999994
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663,15M,"100,000,000+",Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,0.4570770895770896
Device Help,TOOLS,4.2,28860,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,0.3562866225366225
Account Manager,TOOLS,4.1,76604,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"July 27, 2016",Varies with device,Varies with device,0.4564656849884123
File Manager,TOOLS,4.6,739329,Varies with device,"50,000,000+",Free,0,Everyone,Tools,"April 17, 2018",Varies with device,Varies with device,0.31330004591368227
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,7.5M,"10,000,000+",Free,0,Everyone,Tools,"July 31, 2018",v8.0.1.8.0629.1,4.2 and up,0.15416666666666667
ASUS Sound Recorder,TOOLS,4.5,34126,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"July 13, 2018",Varies with device,Varies with device,0.5952976190476191
Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5M,"10,000,000+",Free,0,Everyone,Tools,"July 18, 2018",1.0.204375696,5.0 and up,0.5235522935864323
File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,7.6M,"10,000,000+",Free,0,Everyone,Tools,"August 3, 2018",v7.0.7.1.0625.1_06_0629,5.0 and up,0.3605555555555556
HTC Lock Screen,TOOLS,4.1,28250,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"March 21, 2017",Varies with device,Varies with device,0.44924597778764447
Gboard - the Google Keyboard,TOOLS,4.2,1859115,Varies with device,"500,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.5171716244977523
AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1M,"10,000,000+",Free,0,Everyone,Tools,"April 26, 2018",3.2,4.1 and up,0.4328650238650239
HTC Sense Input,TOOLS,3.4,17030,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"May 12, 2017",Varies with device,Varies with device,0.4201793154761905
App vault,TOOLS,3.4,25094,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,0.4761634199134199
DuraSpeed,TOOLS,3.8,5431,1.3M,"10,000,000+",Free,0,Everyone,Tools,"November 13, 2017",1.5.0,6.0 and up,0.39668705168705165
HTC Sense Input-AR,TOOLS,3.8,1420,2.7M,"100,000+",Free,0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up,0.42227380952380955
Digital Alarm Clock,TOOLS,4.2,118439,16M,"10,000,000+",Free,0,Everyone,Tools,"June 19, 2018",10.4,4.4 and up,0.480794760360488
Alarm Clock Free,TOOLS,4.0,59973,11M,"10,000,000+",Free,0,Everyone,Tools,"March 16, 2018",1.2.5,4.0 and up,0.35684034219748506
Alarm Clock,TOOLS,4.3,114788,Varies with device,"5,000,000+",Free,0,Everyone,Tools,"January 22, 2018",Varies with device,Varies with device,0.371872185813158
High-Powered Flashlight,TOOLS,4.5,429580,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"March 16, 2018",Varies with device,Varies with device,0.5057320261437909
Flashlight & LED Torch,TOOLS,4.3,111507,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"December 29, 2017",Varies with device,Varies with device,0.2581777777777778
Color Flashlight,TOOLS,4.2,472904,Varies with device,"50,000,000+",Free,0,Everyone,Tools,"December 14, 2017",Varies with device,Varies with device,0.5264898989898991
Flashlight,TOOLS,4.7,115409,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"August 6, 2018",Varies with device,Varies with device,0.6072482993197279
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166367,1.8M,"5,000,000+",Free,0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up,0.5946428571428571
Flashlight HD LED,TOOLS,4.3,618918,Varies with device,"50,000,000+",Free,0,Everyone,Tools,"July 28, 2018",Varies with device,Varies with device,0.6406517141861969
Flashlight - Torch LED Light,TOOLS,4.4,192661,8.5M,"10,000,000+",Free,0,Everyone,Tools,"July 7, 2018",2.4.1,4.1 and up,0.5391269841269841
Brightest LED Flashlight,TOOLS,4.5,60571,Varies with device,"5,000,000+",Free,0,Everyone,Tools,"July 2, 2018",Varies with device,Varies with device,0.6228819444444444
Brightest Flashlight Free ®,TOOLS,4.7,1335799,3.8M,"50,000,000+",Free,0,Everyone,Tools,"October 27, 2017",2.5.2,4.2 and up,0.5224523809523809
Fraction Calculator Plus Free,TOOLS,4.5,148506,11M,"5,000,000+",Free,0,Everyone,Tools,"July 15, 2018",Varies with device,Varies with device,0.5620348647768003
Calculator Plus Free,TOOLS,4.6,679912,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"July 27, 2018",Varies with device,Varies with device,0.6307142857142858
CALCU™ Stylish Calculator Free,TOOLS,4.7,152692,11M,"5,000,000+",Free,0,Everyone,Tools,"July 7, 2018",3.5.6,4.1 and up,0.45346700083542185
Calculator with Percent (Free),TOOLS,4.8,48211,7.4M,"1,000,000+",Free,0,Everyone,Tools,"November 18, 2017",32.1,4.1 and up,0.5638605442176872
Graphing Calculator,TOOLS,3.9,12388,5.3M,"1,000,000+",Free,0,Everyone,Tools,"April 1, 2016",1.17,2.3 and up,0.4644786015672091
ConvertPad - Unit Converter,TOOLS,4.4,90831,4.3M,"10,000,000+",Free,0,Everyone,Tools,"June 18, 2017",3.1.00,4.2 and up,0.48779688251563247
Age Calculator,TOOLS,4.4,24265,3.3M,"1,000,000+",Free,0,Everyone,Tools,"July 25, 2017",4.0.6,4.0.3 and up,0.6030233698593074
EzCalculator,TOOLS,4.1,1657,2.0M,"100,000+",Free,0,Everyone,Tools,"September 17, 2017",2.1.0,5.0 and up,0.5213414947625473
Hideman VPN,TOOLS,4.1,88675,9.6M,"5,000,000+",Free,0,Everyone,Tools,"July 24, 2018",6.0.1,4.0 and up,0.40125649738552965
Fast Secure VPN,TOOLS,4.3,56848,9.6M,"1,000,000+",Free,0,Everyone,Tools,"May 18, 2018",1.6.11,4.1 and up,0.41854095315035955
Free & Premium VPN - FinchVPN,TOOLS,4.2,19096,10M,"1,000,000+",Free,0,Everyone,Tools,"July 5, 2018",2.0.2,4.1 and up,0.477772631395398
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,8.2M,"50,000,000+",Free,0,Everyone,Tools,"August 6, 2018",6.1.0,4.1 and up,0.3932843137254902
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833,9.9M,"1,000,000+",Free,0,Everyone,Tools,"July 9, 2018",2.5.1.7592,4.0.3 and up,0.3477272727272727
Gboard - the Google Keyboard,TOOLS,4.2,1859109,Varies with device,"500,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.5171716244977523
"GO Keyboard - Cute Emojis, Themes and GIFs",TOOLS,4.5,4594198,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.31061302681992337
Google Handwriting Input,TOOLS,4.3,94427,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"August 2, 2018",Varies with device,Varies with device,0.39329847053531264
CM Locker - Security Lockscreen,TOOLS,4.6,3090727,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.480303944163994
AppLock - Fingerprint,TOOLS,4.4,745245,3.5M,"10,000,000+",Free,0,Everyone,Tools,"April 13, 2018",7.2.0,2.3 and up,0.5643250329105592
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724,21M,"100,000+",Free,0,Mature 17+,Personalization,"June 26, 2018",5.34.10,4.0.3 and up,0.4
Evie Launcher,PERSONALIZATION,4.7,139258,Varies with device,"5,000,000+",Free,0,Everyone,Personalization,"August 3, 2018",Varies with device,4.4 and up,0.48739135996622973
Golden Launcher,PERSONALIZATION,4.4,32794,12M,"5,000,000+",Free,0,Everyone,Personalization,"July 31, 2018",1.284.1.83,4.2 and up,0.5899720893141945
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776,17M,"100,000,000+",Free,0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,0.5911111111111111
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583,3.8M,"500,000+",Free,0,Everyone 10+,Personalization,"July 4, 2018",2.6.2.1,4.0.3 and up,0.594328202661536
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073,23M,"1,000,000+",Free,0,Everyone 10+,Personalization,"September 25, 2017",1.1,4.0 and up,0.4048684210526316
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633,14M,"1,000,000+",Free,0,Everyone,Personalization,"March 9, 2017",1.1,4.0.3 and up,0.5961899862825789
Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,12M,"10,000,000+",Free,0,Everyone,Personalization,"June 11, 2018",3.5,4.1 and up,0.6061519607843138
Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,3.0M,"10,000,000+",Free,0,Teen,Personalization,"August 9, 2017",2.6.0,4.0 and up,0.599070847362514
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14M,"100,000,000+",Free,0,Everyone,Personalization,"August 6, 2018",3.9.7,4.0.3 and up,0.5185483870967742
